article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Omsk032,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/dianova-14-tk-at-market,3.84,1.92,1280,576,Dianova; 14 (TK "AT-Market"),8050,10,360,7,53477215,Svetodiodnyj ekran,1150.0,18.17,0.319,0.005,7.37,4.29,169.03,737280.0,1403.63,8.3,100037.99,2035.63,1154000,566.9,3466.44,694.44,6.36,688.09,371608.78,470.35
Omsk033,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/gertsena-frunze-80,3,12,1024,512,Gertsena - Frunze; 80,19316,7,1440,7,53477415,Tsifrovoj bilbord,2759.43,43.6,0.274,0.004,36.0,12.37,486.98,524288.0,1144.87,2.35,14563.56,2035.63,1154000,566.9,136318.5,694.44,104.22,590.23,635696.33,3786.62
Omsk034,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/gusarova-kosareva-117,3,6,1024,512,Gusarova - Kosareva; 117,13357,7,1440,7,53477415,Tsifrovoj bilbord,1908.14,30.15,0.189,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2035.63,1154000,566.9,18941.62,694.44,20.94,673.5,590241.75,1052.31
Omsk035,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/zhukova-10-let-oktyabrya-naprotiv-sberbank,3,6,1024,512,Zhukova - 10 let Oktjabrja (naprotiv Sberbank),13357,7,1440,7,53477415,Tsifrovoj bilbord,1908.14,30.15,0.189,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2035.63,1154000,566.9,18941.62,694.44,20.94,673.5,590241.75,1052.31
Omsk036,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/zhukova-99-maslennikova,3,12,1024,512,Zhukova; 99 - Maslennikova,19316,7,1440,7,53477415,Tsifrovoj bilbord,2759.43,43.6,0.274,0.004,36.0,12.37,486.98,524288.0,1144.87,2.35,14563.56,2035.63,1154000,566.9,136318.5,694.44,104.22,590.23,635696.33,3786.62
Omsk037,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/krasnyy-put-2-ya-dachnaya-ost-gorodok-vodnikov,3,6,1024,512,Krasnyj Put' - 2-ja Dachnaja (ost. "Gorodok Vodnikov"),13357,7,1440,7,53477415,Tsifrovoj bilbord,1908.14,30.15,0.189,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2035.63,1154000,566.9,18941.62,694.44,20.94,673.5,590241.75,1052.31
Omsk038,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/krasnyy-put-4-2,3,6,1024,512,Krasnyj put'; 4/2,13357,7,1440,7,53477415,Tsifrovoj bilbord,1908.14,30.15,0.189,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2035.63,1154000,566.9,18941.62,694.44,20.94,673.5,590241.75,1052.31
Omsk039,/omskaya-oblast,Rossija,Omskaja oblast',Omsk,/omskaya-oblast/omsk/krasnyy-put-7a,3,6,1024,512,Krasnyj Put'; 7a,13357,7,1440,7,53477415,Tsifrovoj bilbord,1908.14,30.15,0.189,0.003,18.0,6.71,264.1,524288.0,1144.87,4.33,29127.11,2035.63,1154000,566.9,18941.62,694.44,20.94,673.5,590241.75,1052.31
Rostov-na-Donu001,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/nagibina-32-2-tk-gorizont,5,8,768,512,Nagibina; 32/2 (TK "Gorizont"),14801,7,192,7,53477215,Svetodiodnyj ekran,2114.43,33.41,1.573,0.025,40.0,9.43,371.42,393216.0,923.02,2.49,9830.4,3132.12,1091544,348.5,151465.0,694.44,151.12,543.33,393111.67,3786.62
Rostov-na-Donu003,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/krasnoarmeyskaya-224-kirovskiy-kerama-marazzi,2.8,5.7,576,288,Krasnoarmejskaja; 224 - Kirovskij (Kerama Marazzi),14801,7,192,7,53477215,Svetodiodnyj ekran,2114.43,33.41,1.573,0.025,15.96,6.35,250.02,165888.0,643.99,2.58,10393.98,3132.12,1091544,348.5,63840.0,694.44,63.69,630.75,568361.67,4000.0
Rostov-na-Donu004,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/malinovskogo-17zh-sedmoye-nebo,4.1,7.6,480,256,Malinovskogo; 17Zh ("Sed'moe nebo"),14801,7,192,7,53477215,Svetodiodnyj ekran,2114.43,33.41,1.573,0.025,31.16,8.64,339.98,122880.0,544.0,1.6,3943.52,3132.12,1091544,348.5,117991.24,694.44,117.72,576.72,460059.2,3786.62
Rostov-na-Donu009,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/aksayskiy-21-tts-khdm-yug,3,4,512,384,Aksajskij; 21 (TTs "HDM-Jug"),8467,10,288,7,53477215,Svetodiodnyj ekran,1209.57,19.11,0.42,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,3132.12,1091544,348.5,12255.0,694.44,21.38,673.07,373615.0,1021.25
Rostov-na-Donu010,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/malinovskogo-25-tts-zolotoy-vavilon,3,4,512,384,Malinovskogo; 25 (TTs "Zolotoj Vavilon"),10780,15,156,7,53477215,Svetodiodnyj ekran,1540.0,24.33,0.658,0.01,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,3132.12,1091544,348.5,12255.0,694.44,16.79,677.65,482365.0,1021.25
Rostov-na-Donu011,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/kommunisticheskiy-30-tts-plaza,3,4,512,384,Kommunisticheskij; 30 (TTs "Plaza"),37500,10,288,7,53477215,Svetodiodnyj ekran,5357.14,84.64,1.86,0.029,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,3132.12,1091544,348.5,12255.0,694.44,4.83,689.62,1738823.33,1021.25
Rostov-na-Donu014,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/bolshaya-sadovaya-siversa-2,3,6,576,288,Bol'shaja Sadovaja - Siversa; 2,15800,10,288,14,53477215,Svetodiodnyj ekran,1128.57,17.83,0.392,0.006,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,127.42,567.02,235139.83,3786.62
Rostov-na-Donu015,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/bolshaya-sadovaya-130-bogatyanovskiy-spusk,2.7,3.7,480,310,Bol'shaja Sadovaja; 130 - Bogatjanovskij spusk,15800,10,288,14,53477215,Svetodiodnyj ekran,1128.57,17.83,0.392,0.006,9.99,4.58,180.33,148800.0,571.4,3.17,14894.89,3132.12,1091544,348.5,10202.29,694.44,19.07,675.37,351053.76,1021.25
Rostov-na-Donu016,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/bolshaya-sadovaya-41-budennovskiy,2.7,3.7,480,320,Bol'shaja Sadovaja; 41 - Budennovskij,15800,10,288,14,53477215,Svetodiodnyj ekran,1128.57,17.83,0.392,0.006,9.99,4.58,180.33,153600.0,576.89,3.2,15375.38,3132.12,1091544,348.5,10202.29,694.44,19.07,675.37,351053.76,1021.25
Rostov-na-Donu017,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/bolshaya-sadovaya-45,5,7,672,480,Bol'shaja Sadovaja; 45,33524,7,216,7,53477215,Svetodiodnyj ekran,4789.14,75.67,3.167,0.05,35.0,8.6,338.67,322560.0,825.82,2.44,9216.0,3132.12,1091544,348.5,132531.88,694.44,58.38,636.06,1311394.58,3786.62
Rostov-na-Donu018,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/budennovskiy-51,7.2,7.2,450,450,Budennovskij; 51,14801,7,192,7,53477215,Svetodiodnyj ekran,2114.43,33.41,1.573,0.025,51.84,10.18,400.88,202500.0,636.4,1.59,3906.25,3132.12,1091544,348.5,196298.64,694.44,195.85,498.6,303444.39,3786.62
Rostov-na-Donu019,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/budennovskiy-58-krasnoarmeyskaya-19,3,6,576,288,Budennovskij; 58 - Krasnoarmejskaja; 19,15800,10,288,14,53477415,Tsifrovoj bilbord,1128.57,17.83,0.392,0.006,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,127.42,567.02,235139.83,3786.62
Rostov-na-Donu020,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/budennovskiy-98-komsomolskiy-park,3,6,576,288,Budennovskij; 98 - Komsomol'skij park,15800,10,288,14,53477415,Tsifrovoj bilbord,1128.57,17.83,0.392,0.006,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,127.42,567.02,235139.83,3786.62
Rostov-na-Donu021,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/voroshilovskiy-105,5,7,672,480,Voroshilovskij; 105,33524,7,216,7,53477215,Svetodiodnyj ekran,4789.14,75.67,3.167,0.05,35.0,8.6,338.67,322560.0,825.82,2.44,9216.0,3132.12,1091544,348.5,132531.88,694.44,58.38,636.06,1311394.58,3786.62
Rostov-na-Donu022,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/shosseynaya-9a-vostochnoye-shosse-storona-a,5,15,960,336,Shossejnaja; 9A - Vostochnoe shosse (storona A),55000,10,288,14,53477615,Tsifrovoj supersajt,3928.57,62.07,1.364,0.022,75.0,15.81,622.5,322560.0,1017.1,1.63,4300.8,3132.12,1091544,348.5,283996.88,694.44,152.51,541.93,725131.25,3786.62
Rostov-na-Donu023,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/shosseynaya-9a-vostochnoye-shosse-storona-b,5,15,960,336,Shossejnaja; 9A - Vostochnoe shosse (storona B),55000,10,288,14,53477615,Tsifrovoj supersajt,3928.57,62.07,1.364,0.022,75.0,15.81,622.5,322560.0,1017.1,1.63,4300.8,3132.12,1091544,348.5,283996.88,694.44,152.51,541.93,725131.25,3786.62
Rostov-na-Donu024,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/nagibina-narimanova-105,3,6,576,288,Nagibina - Narimanova; 105,15800,10,288,14,53477415,Tsifrovoj bilbord,1128.57,17.83,0.392,0.006,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,127.42,567.02,235139.83,3786.62
Rostov-na-Donu025,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/nagibina-17-lenina,3,1.4,202,432,Nagibina; 17 - Lenina,10494,10,192,7,63164415,Tsifrovoj pillars,1499.14,23.69,0.781,0.012,4.2,3.31,130.34,87264.0,476.89,3.66,20777.14,3132.12,1091544,348.5,4289.25,694.44,6.04,688.41,484963.17,1021.25
Rostov-na-Donu027,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/portovaya-vsesoyuznaya,3,5,720,432,Portovaja - Vsesojuznaja,11583,10,192,7,53477215,Svetodiodnyj ekran,1654.71,26.14,0.862,0.014,15.0,5.83,229.57,311040.0,839.66,3.66,20736.0,3132.12,1091544,348.5,15318.75,694.44,19.53,674.91,513945.83,1021.25
Rostov-na-Donu028,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/stachki-25,6.2,9.1,480,366,Stachki; 25,23790,7,168,7,53477215,Svetodiodnyj ekran,3398.57,53.7,2.89,0.046,56.42,11.01,433.52,175680.0,603.62,1.39,3113.79,3132.12,1091544,348.5,213641.38,694.44,132.61,561.83,691467.24,3786.62
Rostov-na-Donu029,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/teatralnyy-sholokhova-ploshchad-energetikov,3,6,576,288,Teatral'nyj - Sholohova (Ploschad' Energetikov),33608,10,288,14,53477415,Tsifrovoj bilbord,2400.57,37.93,0.834,0.013,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,59.9,634.55,653889.83,3786.62
Rostov-na-Donu030,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/sholokhova-v-yezd-v-gorod-po-khodu-dvizheniya,3,6,576,288,Sholohova (v'ezd v gorod po hodu dvizhenija),37500,10,288,14,53477415,Tsifrovoj bilbord,2678.57,42.32,0.93,0.015,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,53.69,640.76,745348.17,3786.62
Rostov-na-Donu031,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/bogatyanovskiy-spusk-beregovaya-1,3,6,576,288,Bogatjanovskij spusk - Beregovaja; 1,37500,10,288,14,53477415,Tsifrovoj bilbord,2678.57,42.32,0.93,0.015,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,53.69,640.76,745348.17,3786.62
Rostov-na-Donu032,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/nagibina-19-ploshchad-lenina,4,8,448,240,Nagibina; 19 - Ploschad' Lenina,37500,10,288,14,53477215,Svetodiodnyj ekran,2678.57,42.32,0.93,0.015,32.0,8.94,352.14,107520.0,508.24,1.44,3360.0,3132.12,1091544,348.5,121172.0,694.44,95.44,599.0,639322.67,3786.62
Rostov-na-Donu033,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/gagarina-nagibina,3,6,576,288,Gagarina - Nagibina,100000,10,288,14,53477415,Tsifrovoj bilbord,7142.86,112.86,2.48,0.039,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,20.13,674.31,2214931.5,3786.62
Rostov-na-Donu034,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/sholokhova-270-1,4,8,448,240,Sholohova; 270/1,37500,10,288,14,53477215,Svetodiodnyj ekran,2678.57,42.32,0.93,0.015,32.0,8.94,352.14,107520.0,508.24,1.44,3360.0,3132.12,1091544,348.5,121172.0,694.44,95.44,599.0,639322.67,3786.62
Rostov-na-Donu035,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/sholokhova-130,3,6,576,288,Sholohova; 130,100000,10,288,14,53477415,Tsifrovoj bilbord,7142.86,112.86,2.48,0.039,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,20.13,674.31,2214931.5,3786.62
Rostov-na-Donu036,/rostovskaya-oblast,Rossija,Rostovskaja oblast',Rostov-na-Donu,/rostovskaya-oblast/rostov-na-donu/pushkinskaya-sobornyy-vkhod-v-park,3,6,576,288,Pushkinskaja - Sobornyj (vhod v park),37500,10,288,14,53477415,Tsifrovoj bilbord,2678.57,42.32,0.93,0.015,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,3132.12,1091544,348.5,68159.25,694.44,53.69,640.76,745348.17,3786.62
Samara001,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/moskovskoye-shosse-15b-tts-rus-na-volge-storona-a,3,4,512,384,Moskovskoe shosse; 15B (TTs "Rus' na Volge") storona A,8467,10,288,7,53477215,Svetodiodnyj ekran,1209.57,19.11,0.42,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2151.72,1164900,541.382,12255.0,694.44,21.38,673.07,373615.0,1021.25
Samara002,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/moskovskoye-shosse-15b-tts-rus-na-volge-storona-b,3,4,512,384,Moskovskoe shosse; 15B (TTs "Rus' na Volge") storona B,8467,10,288,7,53477215,Svetodiodnyj ekran,1209.57,19.11,0.42,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2151.72,1164900,541.382,12255.0,694.44,21.38,673.07,373615.0,1021.25
Samara003,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/moskovskoye-shosse-17-tts-sila-sporta,5.7,11.6,144,720,Moskovskoe shosse; 17 (TTs "Sila Sporta"),25872,10,360,7,53477215,Svetodiodnyj ekran,3696.0,58.4,1.027,0.016,66.12,12.92,508.85,103680.0,734.26,1.44,1568.06,2151.72,1164900,541.382,250371.65,694.44,142.91,551.54,715923.38,3786.62
Samara004,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/kirova-147-trk-viva-lend,3,4,512,384,Kirova; 147 (TRK "Viva Lend"),9576,10,288,7,53477215,Svetodiodnyj ekran,1368.0,21.61,0.475,0.008,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2151.72,1164900,541.382,12255.0,694.44,18.9,675.54,425698.33,1021.25
Samara005,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/avrory-150-bots-tsentrbank,12,5,888,372,Avrory; 150 (BOTs ֲ«TsentrBankֲ»),27046,10,180,7,53477215,Svetodiodnyj ekran,3863.71,61.05,2.147,0.034,60.0,13.0,511.81,330336.0,962.77,1.88,5505.6,2151.72,1164900,541.382,227197.5,694.44,124.05,570.39,817480.0,3786.62
Samara006,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/moskovskoye-shosse-26d,11.5,6,864,456,Moskovskoe shosse; 26D,27046,10,180,7,53477215,Svetodiodnyj ekran,3863.71,61.05,2.147,0.034,69.0,12.97,510.67,393984.0,976.95,1.91,5709.91,2151.72,1164900,541.382,261277.12,694.44,142.66,551.79,749320.75,3786.62
Samara008,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/aerodromnaya-47a-trts-avrora,9.6,11,720,864,Aerodromnaja; 47A (TRTs "Avrora"),79200,15,204,7,53477215,Svetodiodnyj ekran,11314.29,178.77,3.697,0.058,105.6,14.6,574.8,622080.0,1124.68,1.96,5890.91,2151.72,1164900,541.382,399867.6,694.44,74.56,619.89,2924639.8,3786.62
Samara009,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/moskovskoye-shosse-17-km-10,5,12,480,1152,Moskovskoe shosse 17 km; 10,11738,10,288,7,53477215,Svetodiodnyj ekran,1676.86,26.49,0.582,0.009,60.0,13.0,511.81,552960.0,1248.0,2.44,9216.0,2151.72,1164900,541.382,227197.5,694.44,285.89,408.55,97480.0,3786.62
Samara010,/samarskaya-oblast,Rossija,Samarskaja oblast',Samara,/samarskaya-oblast/samara/lenina-25a,11.5,5,864,360,Lenina; 25A,27046,10,180,7,53477215,Svetodiodnyj ekran,3863.71,61.05,2.147,0.034,57.5,12.54,493.7,311040.0,936.0,1.9,5409.39,2151.72,1164900,541.382,217730.94,694.44,118.88,575.56,836413.12,3786.62
Smolensk001,/smolenskaya-oblast,Rossija,Smolenskaja oblast',Smolensk,/smolenskaya-oblast/smolensk/kashena-1,6,4,720,480,Kashena; 1,8911,10,288,14,53477215,Svetodiodnyj ekran,636.5,10.06,0.221,0.003,24.0,7.21,283.9,345600.0,865.33,3.05,14400.0,1984.6,326863,164.7,24510.0,694.44,81.21,613.23,160563.33,1021.25
Smolensk002,/smolenskaya-oblast,Rossija,Smolenskaja oblast',Smolensk,/smolenskaya-oblast/smolensk/ploshchad-pobedy,6.4,4,960,600,Ploschad' Pobedy,8911,10,288,7,53477215,Svetodiodnyj ekran,1273.0,20.11,0.442,0.007,25.6,7.55,297.13,576000.0,1132.08,3.81,22500.0,1984.6,326863,164.7,26144.0,694.44,43.33,651.11,366670.33,1021.25
Sochi001,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/bestuzheva-1-trts-mandarin,6,10,900,600,Bestuzheva; 1 (TRTs "Mandarin"),14300,30,288,7,53477215,Svetodiodnyj ekran,2042.86,32.28,0.236,0.004,60.0,11.66,459.13,540000.0,1081.67,2.36,9000.0,1941.99,343285,176.77,227197.5,694.44,234.61,459.83,218105.0,3786.62
Sochi002,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/konstitutsii-moskovskaya-22-tts-aleksandriya,3,4,340,480,Konstitutsii - Moskovskaja; 22 (TTs "Aleksandrija"),13500,10,288,7,53477215,Svetodiodnyj ekran,1928.57,30.47,0.67,0.011,12.0,5.0,196.85,163200.0,588.22,2.99,13600.0,1941.99,343285,176.77,14355.0,694.44,15.7,678.74,606081.67,1196.25
Sochi003,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/novaya-zarya-7-trts-moremoll,3,6,520,1000,Novaja Zarja; 7 (TRTs "Moremoll"),13320,10,288,7,53477215,Svetodiodnyj ekran,1902.86,30.07,0.661,0.01,18.0,6.71,264.1,520000.0,1127.12,4.27,28888.89,1941.99,343285,176.77,18941.62,694.44,21.0,673.45,588575.08,1052.31
Sochi004,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/nesebrskaya-morport,3,6,520,1000,Nesebrskaja (Morport),20800,10,288,7,53477215,Svetodiodnyj ekran,2971.43,46.95,1.032,0.016,18.0,6.71,264.1,520000.0,1127.12,4.27,28888.89,1941.99,343285,176.77,18941.62,694.44,13.45,681.0,940241.75,1052.31
Sochi005,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/navaginskaya-12-magazin-mango,2,1.2,352,224,Navaginskaja; 12 (magazin "Mango"),7950,10,288,7,53477215,Svetodiodnyj ekran,1135.71,17.94,0.394,0.006,2.4,2.33,91.83,78848.0,417.23,4.54,32853.33,1941.99,343285,176.77,2525.55,694.44,4.69,689.75,368698.9,1052.31
Sochi006,/krasnodarskiy-kray/sochi,Rossija,Krasnodarskij kraj,Sochi,/krasnodarskiy-kray/sochi/chernomorskaya-3-grand-otel-zhemchuzhina,15,33,2000,4831,Chernomorskaja; 3 (Grand Otel' "Zhemchuzhina"),60000,15,144,30,53477215,Svetodiodnyj ekran,2000.0,31.6,0.926,0.015,495.0,36.25,1427.13,9662000.0,5228.63,3.66,19519.19,1941.99,343285,176.77,505518.75,694.44,533.25,161.2,-352704.17,1021.25
Surgut006,/tyumen-region,Rossija,Tjumenskaja oblast',Surgut,/tyumen-region/surgut/mira-30-let-pobedy,5,8,512,320,Mira - 30 let Pobedy,9408,10,144,7,53477215,Svetodiodnyj ekran,1344.0,21.24,0.933,0.015,40.0,9.43,371.42,163840.0,603.77,1.63,4096.0,866.45,306703,353.976,151465.0,694.44,237.7,456.74,139570.0,3786.62
Surgut007,/tyumen-region,Rossija,Tjumenskaja oblast',Surgut,/tyumen-region/surgut/mira-ostrovskogo,5,8,640,384,Mira - Ostrovskogo,13706,10,288,7,53477215,Svetodiodnyj ekran,1958.0,30.94,0.68,0.011,40.0,9.43,371.42,245760.0,746.36,2.01,6144.0,866.45,306703,353.976,151465.0,694.44,163.18,531.26,341653.33,3786.62
Surgut008,/tyumen-region,Rossija,Tjumenskaja oblast',Surgut,/tyumen-region/surgut/respubliki-85-tts-yaroslavna,4,3,720,576,Respubliki; 85 (TTs "Jaroslavna"),13706,10,288,7,53477215,Svetodiodnyj ekran,1958.0,30.94,0.68,0.011,12.0,5.0,196.85,414720.0,922.05,4.68,34560.0,866.45,306703,353.976,12627.75,694.44,13.6,680.84,619327.83,1052.31
Surgut009,/tyumen-region,Rossija,Tjumenskaja oblast',Surgut,/tyumen-region/surgut/universitetskaya-karolinskogo,6,10,960,576,Iosifa Karolinskogo 14/1,13706,10,288,7,53477215,Svetodiodnyj ekran,1958.0,30.94,0.68,0.011,60.0,11.66,459.13,552960.0,1119.54,2.44,9216.0,866.45,306703,353.976,227197.5,694.44,244.77,449.67,190188.33,3786.62
Tobol'sk001,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/mendeleyeva-yubileynaya-landshaftnyy-park,6,3,360,180,Mendeleeva - Jubilejnaja (Landshaftnyj park),10252,10,500,7,53477215,Svetodiodnyj ekran,1464.57,23.14,0.293,0.005,18.0,6.71,264.1,64800.0,402.49,1.52,3600.0,416.61,99698,239.309,68159.25,694.44,98.18,596.26,345764.83,3786.62
Tobol'sk002,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/mendeleyeva-52-dk-sintez,6,4,386,260,Mendeleeva; 52 (DK Sintez),10252,10,500,7,53477215,Svetodiodnyj ekran,1464.57,23.14,0.293,0.005,24.0,7.21,283.9,100360.0,465.4,1.64,4181.67,416.61,99698,239.309,90879.0,694.44,130.91,563.53,300325.33,3786.62
Tobol'sk003,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/yubileynaya-113-gm-semeynyy-magnit,6,3,384,256,Jubilejnaja; 113 (GM "Semejnyj Magnit"),10252,10,500,7,53477215,Svetodiodnyj ekran,1464.57,23.14,0.293,0.005,18.0,6.71,264.1,98304.0,461.51,1.75,5461.33,416.61,99698,239.309,68159.25,694.44,98.18,596.26,345764.83,3786.62
Tobol'sk004,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/komsomolskiy-mendeleyeva,6,4,720,504,Komsomol'skij - Mendeleeva,12708,10,300,7,53477215,Svetodiodnyj ekran,1815.43,28.68,0.605,0.01,24.0,7.21,283.9,362880.0,878.87,3.1,15120.0,416.61,99698,239.309,24510.0,694.44,28.49,665.96,548480.0,1021.25
Tobol'sk005,/tyumen-region/tobolsk,Rossija,Tjumenskaja oblast',Tobol'sk,/tyumen-region/tobolsk/znamenskogo-neymysheva-gm-lenta,6,4,720,576,Znamenskogo - Nejmysheva (GM "Lenta"),10507,10,350,7,53477215,Svetodiodnyj ekran,1501.0,23.72,0.429,0.007,24.0,7.21,283.9,414720.0,922.05,3.25,17280.0,416.61,99698,239.309,24510.0,694.44,34.44,660.0,445146.67,1021.25
