article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Ekaterinburg012,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/radishcheva-1-tts-mondial,7.2,4.6,448,288,Radischeva; 1 (TTs "Mondial"),21565,10,144,7,53477215,Svetodiodnyj ekran,3080.71,48.68,2.139,0.034,33.12,8.54,336.38,129024.0,532.59,1.58,3895.65,2943.88,1377738,468,125413.02,694.44,85.88,608.57,763340.63,3786.62
Ekaterinburg013,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/malysheva-5-trts-alatyr,6.4,4.8,384,240,Malysheva; 5 (TRTs "Alatyr'"),21565,10,144,7,53477215,Svetodiodnyj ekran,3080.71,48.68,2.139,0.034,30.72,8.0,314.96,92160.0,452.83,1.44,3000.0,2943.88,1377738,468,116325.12,694.44,79.65,614.79,781516.43,3786.62
Ekaterinburg014,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/amudsena-63-trts-granat,7.2,5.6,288,224,Amudsena; 63 (TRTs "Granat"),19642,10,96,7,53477215,Svetodiodnyj ekran,2806.0,44.33,2.923,0.046,40.32,9.12,359.11,64512.0,364.86,1.02,1600.0,2943.88,1377738,468,262080.0,694.44,197.07,497.38,399381.67,6500.0
Ekaterinburg015,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/8-marta-149-trts-megapolis,7.6,5.1,576,384,8 Marta; 149 (TRTs "Megapolis"),19642,10,96,7,53477215,Svetodiodnyj ekran,2806.0,44.33,2.923,0.046,38.76,9.15,360.34,221184.0,692.27,1.92,5706.5,2943.88,1377738,468,146769.58,694.44,110.36,584.08,630002.5,3786.62
Ekaterinburg017,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/malysheva-56a,5.6,4,448,320,Malysheva; 56A,21565,10,144,7,53477215,Svetodiodnyj ekran,3080.71,48.68,2.139,0.034,22.4,6.88,270.94,143360.0,550.55,2.03,6400.0,2943.88,1377738,468,84820.4,694.44,58.08,636.36,844525.87,3786.62
Ekaterinburg018,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/yasnaya-2-trts-fan-fan,8.2,6.15,512,384,Jasnaja; 2 (TRTs "Fan-Fan"),19642,10,96,7,53477215,Svetodiodnyj ekran,2806.0,44.33,2.923,0.046,50.43,10.25,403.54,196608.0,640.0,1.59,3898.63,2943.88,1377738,468,190959.5,694.44,143.59,550.86,541622.67,3786.62
Ekaterinburg019,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/shchorsa-29-tts-mars,5.7,4.3,384,288,Schorsa; 29 (TTs "Mars"),19642,10,84,7,53477215,Svetodiodnyj ekran,2806.0,44.33,3.34,0.053,24.51,7.14,281.1,110592.0,480.0,1.71,4512.12,2943.88,1377738,468,92810.18,694.44,69.79,624.66,737921.31,3786.62
Ekaterinburg027,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/luganskaya-23-storona-b,5,15,1152,384,Luganskaja; 23 (storona B),33603,7,1440,7,53477615,Tsifrovoj supersajt,4800.43,75.85,0.476,0.008,75.0,15.81,622.5,442368.0,1214.31,1.95,5898.24,2943.88,1377738,468,283996.88,694.44,124.81,569.64,1012214.58,3786.62
Ekaterinburg028,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/luganskaya-koltsovskiy-trakt-storona-a,5,15,1152,384,Luganskaja - Kol'tsovskij trakt (storona A),33603,7,1440,7,53477615,Tsifrovoj supersajt,4800.43,75.85,0.476,0.008,75.0,15.81,622.5,442368.0,1214.31,1.95,5898.24,2943.88,1377738,468,283996.88,694.44,124.81,569.64,1012214.58,3786.62
Ekaterinburg029,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/luganskaya-koltsovskiy-trakt-storona-b,5,15,1152,384,Luganskaja - Kol'tsovskij trakt (storona B),33603,7,1440,7,53477615,Tsifrovoj supersajt,4800.43,75.85,0.476,0.008,75.0,15.81,622.5,442368.0,1214.31,1.95,5898.24,2943.88,1377738,468,283996.88,694.44,124.81,569.64,1012214.58,3786.62
Ekaterinburg030,/sverdlovskaya-oblast,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/chelyuskintsev-b-yeltsina-1a-storona-a,5,15,1152,384,Cheljuskintsev - B. El'tsina; 1A (storona A),33603,7,1440,7,53477615,Tsifrovoj supersajt,4800.43,75.85,0.476,0.008,75.0,15.81,622.5,442368.0,1214.31,1.95,5898.24,2943.88,1377738,468,283996.88,694.44,124.81,569.64,1012214.58,3786.62
Ekaterinburg031,/sverdlovskaya-oblast/yekaterinburg,Rossija,Sverdlovskaja oblast',Ekaterinburg,/sverdlovskaya-oblast/yekaterinburg/chelyuskintsev-b-yeltsina-1a-storona-b,5,15,1152,384,Cheljuskintsev - B. El'tsina; 1A (storona B),33603,7,1440,7,53477615,Tsifrovoj supersajt,4800.43,75.85,0.476,0.008,75.0,15.81,622.5,442368.0,1214.31,1.95,5898.24,2943.88,1377738,468,283996.88,694.44,124.81,569.64,1012214.58,3786.62
Ivanovo001,/ivanovskaya-oblast,Rossija,Ivanovskaja oblast',Ivanovo,/ivanovskaya-oblast/ivanovo/lezhnevskaya-55-trk-topol,8,6,1024,768,Lezhnevskaja; 55 (TRK "Topol'"),26775,10,288,30,53477215,Svetodiodnyj ekran,892.5,14.1,0.31,0.005,48.0,10.0,393.7,786432.0,1280.0,3.25,16384.0,3916.53,409277,104.5,49020.0,694.44,115.89,578.56,195710.0,1021.25
Ivanovo002,/ivanovskaya-oblast,Rossija,Ivanovskaja oblast',Ivanovo,/ivanovskaya-oblast/ivanovo/sheremetevskiy-8-marta,5,8,1024,640,Sheremetevskij - 8 Marta,10878,10,288,7,53477215,Svetodiodnyj ekran,1554.0,24.55,0.54,0.009,40.0,9.43,371.42,655360.0,1207.55,3.25,16384.0,3916.53,409277,104.5,40850.0,694.44,55.47,638.98,429758.33,1021.25
Kazan'013,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/yamasheva-61-sb-11-storona-a,12,4,1026,342,Jamasheva; 61 (SB-11) (storona A),17500,5,720,7,53477615,Tsifrovoj supersajt,2500.0,39.5,0.694,0.011,48.0,12.65,498.0,350892.0,1081.5,2.17,7310.25,1981.51,1216965,614.16,181758.0,694.44,153.38,541.06,459400.67,3786.62
Kazan'014,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/yamasheva-61-sb-11-storona-b,12,4,1026,342,Jamasheva; 61 (SB-11) (storona B),17500,5,720,7,53477615,Tsifrovoj supersajt,2500.0,39.5,0.694,0.011,48.0,12.65,498.0,350892.0,1081.5,2.17,7310.25,1981.51,1216965,614.16,181758.0,694.44,153.38,541.06,459400.67,3786.62
Kazan'015,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/pobedy-89-tts-yuzhnyy-sb-12-storona-a,12,4,1026,342,Pobedy; 89 (TTs Juzhnyj) (SB-12) (storona A),25000,5,720,7,53477615,Tsifrovoj supersajt,3571.43,56.43,0.992,0.016,48.0,12.65,498.0,350892.0,1081.5,2.17,7310.25,1981.51,1216965,614.16,181758.0,694.44,107.36,587.08,812109.0,3786.62
Kazan'016,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/pobedy-89-tts-yuzhnyy-sb-12-storona-b,12,4,1026,342,Pobedy; 89 (TTs Juzhnyj) (SB-12) (storona B),25000,5,720,7,53477615,Tsifrovoj supersajt,3571.43,56.43,0.992,0.016,48.0,12.65,498.0,350892.0,1081.5,2.17,7310.25,1981.51,1216965,614.16,181758.0,694.44,107.36,587.08,812109.0,3786.62
Kazan'017,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/gvardeyskaya-universiady-sb-3,12,4,1026,342,Gvardejskaja - Universiady (SB-3),16094,5,720,7,53477615,Tsifrovoj supersajt,2299.14,36.33,0.639,0.01,48.0,12.65,498.0,350892.0,1081.5,2.17,7310.25,1981.51,1216965,614.16,181758.0,694.44,166.77,527.68,393359.0,3786.62
Kazan'018,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/gorkovskoye-shosse-113-gipermarket-megastroy,3,6,1440,720,Gor'kovskoe shosse; 113 (Gipermarket "Megastroj"),17371,5,1440,7,53477415,Tsifrovoj bilbord,2481.57,39.21,0.345,0.005,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,1981.51,1216965,614.16,16494.21,694.44,14.02,680.42,783886.58,916.35
Kazan'019,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/frunze-13,3,6,2880,1440,Frunze; 13,23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,5.44,689.01,1077039.67,475.75
Kazan'020,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/krasnokokshayskaya-131,3,6,2880,1440,Krasnokokshajskaja; 131,23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,5.44,689.01,1077039.67,475.75
Kazan'021,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/krasnokokshayskaya-bolshaya-krylovka,3,6,2880,1440,Krasnokokshajskaja - Bol'shaja Krylovka,23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,5.44,689.01,1077039.67,475.75
Kazan'022,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/bolshaya-krylovka-proletarskaya,3,6,1728,864,Bol'shaja Krylovka - Proletarskaja,19804,5,1440,7,53477415,Tsifrovoj bilbord,2829.14,44.7,0.393,0.006,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,12.3,682.14,898261.58,916.35
Kazan'023,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/bolshaya-krylovka-vakhitova,3,6,1728,864,Bol'shaja Krylovka - Vahitova,19804,5,1440,7,53477415,Tsifrovoj bilbord,2829.14,44.7,0.393,0.006,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,12.3,682.14,898261.58,916.35
Kazan'024,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/vakhitova-bolshaya-krylovka-v-storonu-dekabristov,3,6,2880,1440,Vahitova - Bol'shaja Krylovka (v storonu Dekabristov),23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,5.44,689.01,1077039.67,475.75
Kazan'025,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/bolshaya-krylovka-povorot-na-ul-lenskaya,3,6,1728,864,Bol'shaja Krylovka (povorot na ul. Lenskaja),18134,5,1440,7,53477415,Tsifrovoj bilbord,2590.57,40.93,0.36,0.006,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,13.43,681.01,819719.91,916.35
Kazan'026,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/bolshaya-krylovka-krasnokokshayskaya,3,6,2880,1440,Bol'shaja Krylovka - Krasnokokshajskaja,19804,5,1440,7,53477415,Tsifrovoj bilbord,2829.14,44.7,0.393,0.006,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,6.39,688.06,914123.0,475.75
Kazan'027,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/vakhitova-4,3,6,1728,864,Vahitova; 4,21488,5,1440,7,53477415,Tsifrovoj bilbord,3069.71,48.5,0.426,0.007,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,11.34,683.11,977428.25,916.35
Kazan'028,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/vakhitova-8,3,6,1728,864,Vahitova; 8,21488,5,1440,7,53477415,Tsifrovoj bilbord,3069.71,48.5,0.426,0.007,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,11.34,683.11,977428.25,916.35
Kazan'029,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/vakhitova-yarullina,3,6,1728,864,Vahitova - Jarullina,23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,1492992.0,1931.96,7.32,82944.0,1981.51,1216965,614.16,16494.21,694.44,10.47,683.98,1061178.25,916.35
Kazan'030,/respublika-tatarstan,Rossija,Respublika Tatarstan,Kazan',/respublika-tatarstan/kazan/vakhitova-5a,3,6,2880,1440,Vahitova; 5A,23268,5,1440,7,53477415,Tsifrovoj bilbord,3324.0,52.52,0.462,0.007,18.0,6.71,264.1,4147200.0,3219.94,12.19,230400.0,1981.51,1216965,614.16,8563.5,694.44,5.44,689.01,1077039.67,475.75
Kaliningrad001,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/shevchenko-leninskiy-storona-a,12,9,320,240,Shevchenko - Leninskij (storona A),19257,10,120,10,53477215,Svetodiodnyj ekran,1925.7,30.43,1.605,0.025,108.0,15.0,590.55,76800.0,400.0,0.68,711.11,1934.68,431491,223.03,702000.0,694.44,768.98,-74.53,-770041.67,6500.0
Kaliningrad002,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/shevchenko-leninskiy-storona-b,12,9,320,240,Shevchenko - Leninskij (storona V),19257,10,120,10,53477215,Svetodiodnyj ekran,1925.7,30.43,1.605,0.025,108.0,15.0,590.55,76800.0,400.0,0.68,711.11,1934.68,431491,223.03,702000.0,694.44,768.98,-74.53,-770041.67,6500.0
Kaliningrad003,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/chernyakhovskogo-gorkogo-tk-planeta,9,7,480,336,Chernjahovskogo - Gor'kogo (TK "Planeta"),19257,10,96,10,53477215,Svetodiodnyj ekran,1925.7,30.43,2.006,0.032,63.0,11.4,448.89,161280.0,585.91,1.31,2560.0,1934.68,431491,223.03,238557.38,694.44,261.32,433.13,156843.58,3786.62
Kaliningrad004,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/frunze-28,13,9,448,320,Frunze; 28,19257,10,96,10,53477215,Svetodiodnyj ekran,1925.7,30.43,2.006,0.032,117.0,15.81,622.5,143360.0,550.55,0.88,1225.3,1934.68,431491,223.03,760500.0,694.44,833.06,-138.62,-887041.67,6500.0
Kaliningrad005,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/sovetskiy-leytenanta-yanalova-gaydara,5,2.7,1920,1080,Sovetskij - Lejtenanta Janalova - Gajdara,9600,10,90,7,53477215,Svetodiodnyj ekran,1371.43,21.67,1.524,0.024,13.5,5.68,223.72,2073600.0,2202.91,9.85,153600.0,1934.68,431491,223.03,6349.66,694.44,9.77,684.68,438759.02,470.35
Kaliningrad006,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/gorkogo-professora-baranova-tts-akropol,3.8,5,512,384,Gor'kogo - Professora Baranova (TTs "Akropol'"),14553,10,240,7,53477215,Svetodiodnyj ekran,2079.0,32.85,0.866,0.014,19.0,6.28,247.25,196608.0,640.0,2.59,10347.79,1934.68,431491,223.03,76000.0,694.44,77.12,617.33,532375.0,4000.0
Kaliningrad007,/kaliningradskaya-oblast,Rossija,Kaliningradskaja oblast',Kaliningrad,/kaliningradskaya-oblast/kaliningrad/gorkogo-gaydara-tts-viktoriya,3,6,864,432,Gor'kogo - Gajdara (TTs "Viktorija"),9000,15,450,7,53477415,Tsifrovoj bilbord,1285.71,20.31,0.19,0.003,18.0,6.71,264.1,373248.0,965.98,3.66,20736.0,1934.68,431491,223.03,18382.5,694.44,30.17,664.27,386360.0,1021.25
Kirov001,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/komsomolskaya-40a,3,4,384,288,Komsomol'skaja 40A,17895,10,320,30,53477215,Svetodiodnyj ekran,596.5,9.42,0.186,0.003,12.0,5.0,196.85,110592.0,480.0,2.44,9216.0,2790.71,473668,169.73,45439.5,694.44,160.79,533.65,105371.0,3786.62
Kirov002,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/karla-marksa-38,1.9,1.2,160,240,Karla Marksa; 38,9500,10,320,30,53477215,Svetodiodnyj ekran,316.67,5.0,0.099,0.002,2.28,2.25,88.47,38400.0,288.44,3.26,16842.11,2790.71,473668,169.73,2328.45,694.44,15.52,678.92,99509.77,1021.25
Kirov003,/kirovskaya-oblast,Rossija,Kirovskaja oblast',Kirov,/kirovskaya-oblast/kirov/vorovskogo-107-tts-basko,5.7,3.8,576,384,Vorovskogo; 107 (TTs "Basko"),7739,10,180,30,53477215,Svetodiodnyj ekran,257.97,4.08,0.143,0.002,21.66,6.85,269.71,221184.0,692.27,2.57,10211.63,2790.71,473668,169.73,86640.0,694.44,707.84,-13.4,-88280.0,4000.0
Krasnodar001,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/rostovskoye-shosse-zipovskaya,3,4,384,256,Rostovskoe shosse - Zipovskaja,9375,5,216,7,53477215,Svetodiodnyj ekran,1339.29,21.16,1.24,0.02,12.0,5.0,196.85,98304.0,461.51,2.34,8192.0,2195.43,744933,339.31,45439.5,694.44,71.58,622.86,349954.33,3786.62
Krasnodar002,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/vostochno-kruglikovskaya-40-let-pobedy,3,4,384,256,Vostochno-Kruglikovskaja - 40 Let Pobedy,9375,5,216,7,53477215,Svetodiodnyj ekran,1339.29,21.16,1.24,0.02,12.0,5.0,196.85,98304.0,461.51,2.34,8192.0,2195.43,744933,339.31,45439.5,694.44,71.58,622.86,349954.33,3786.62
Krasnodar003,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/filatova-severnaya,3,5,480,288,Filatova - Severnaja,9375,5,216,7,53477215,Svetodiodnyj ekran,1339.29,21.16,1.24,0.02,15.0,5.83,229.57,138240.0,559.77,2.44,9216.0,2195.43,744933,339.31,56799.38,694.44,89.48,604.97,327234.58,3786.62
Krasnodar004,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-mezhdu-mostami,3,7,672,288,Severnaja (mezhdu mostami),11363,5,216,7,53477215,Svetodiodnyj ekran,1623.29,25.65,1.503,0.024,21.0,7.62,299.83,193536.0,731.11,2.44,9216.0,2195.43,744933,339.31,79519.12,694.44,103.34,591.11,375336.75,3786.62
Krasnodar005,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/suvorova-gogolya,3,4,384,288,Suvorova - Gogolja,9375,5,216,7,53477215,Svetodiodnyj ekran,1339.29,21.16,1.24,0.02,12.0,5.0,196.85,110592.0,480.0,2.44,9216.0,2195.43,744933,339.31,45439.5,694.44,71.58,622.86,349954.33,3786.62
Krasnodar006,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/dzerzhinskogo-100-mts-krasnaya-ploshchad,11.2,9,1152,864,Dzerzhinskogo; 100 (MTs "Krasnaja ploschad'"),12936,15,102,7,53477215,Svetodiodnyj ekran,1848.0,29.2,1.208,0.019,100.8,14.37,565.67,995328.0,1440.0,2.55,9874.29,2195.43,744933,339.31,403200.0,694.44,460.27,234.17,-198066.67,4000.0
Krasnodar008,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-filatova-79-napravleniye-k-trts-sbs-megamoll,5,15,1920,600,Severnaja - Filatova; 79 (napravlenie k TRTs "SBS MegaMoll"),50000,5,720,7,53477615,Tsifrovoj supersajt,7142.86,112.86,1.984,0.031,75.0,15.81,622.5,1152000.0,2011.57,3.23,15360.0,2195.43,744933,339.31,76593.75,694.44,22.62,671.82,2198062.5,1021.25
Krasnodar009,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/severnaya-filatova-79-napravleniye-v-tsentr,5,15,1920,600,Severnaja - Filatova; 79 (napravlenie v tsentr),50000,5,720,7,53477615,Tsifrovoj supersajt,7142.86,112.86,1.984,0.031,75.0,15.81,622.5,1152000.0,2011.57,3.23,15360.0,2195.43,744933,339.31,76593.75,694.44,22.62,671.82,2198062.5,1021.25
Krasnodar010,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/machugi-136,5,15,1920,600,Machugi; 136,40000,5,720,7,53477615,Tsifrovoj supersajt,5714.29,90.29,1.587,0.025,75.0,15.81,622.5,1152000.0,2011.57,3.23,15360.0,2195.43,744933,339.31,76593.75,694.44,28.28,666.17,1727854.17,1021.25
Krasnodar011,/krasnodarskiy-kray,Rossija,Krasnodarskij kraj,Krasnodar,/krasnodarskiy-kray/krasnodar/krasnykh-partizan-491,3,6,720,380,Krasnyh Partizan; 491,11284,5,1080,7,53477415,Tsifrovoj bilbord,1612.0,25.47,0.299,0.005,18.0,6.71,264.1,273600.0,814.13,3.08,15200.0,2195.43,744933,339.31,18382.5,694.44,24.06,670.39,493860.0,1021.25
Krasnojarsk002,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/muzhestva-shakhterov,12,4,1152,384,Muzhestva  - Shahterov,17052,10,288,7,53477215,Svetodiodnyj ekran,2436.0,38.49,0.846,0.013,48.0,12.65,498.0,442368.0,1214.31,2.44,9216.0,2751.7,973826,353.9,181758.0,694.44,157.41,537.04,438359.0,3786.62
Krasnojarsk003,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/krasnoyarskiy-rabochiy-199,8,5,384,240,Krasnojarskij rabochij; 199,16435,10,288,7,53477215,Svetodiodnyj ekran,2347.86,37.1,0.815,0.013,40.0,9.43,371.42,92160.0,452.83,1.22,2304.0,2751.7,973826,353.9,260000.0,694.44,233.6,460.84,252916.67,6500.0
Krasnojarsk004,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/partizana-zheleznyaka-17-tok-nyuton,9,5,576,320,Partizana Zheleznjaka;ֲ 17 (TOK"N'juton"),15167,10,288,7,53477215,Svetodiodnyj ekran,2166.71,34.23,0.752,0.012,45.0,10.3,405.34,184320.0,658.92,1.63,4096.0,2751.7,973826,353.9,170398.12,694.44,165.93,528.51,372328.75,3786.62
Krasnojarsk007,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/partizana-zheleznyaka-19g-zhk-perya,6,4,576,384,Partizana Zheleznjaka; 19D (ZhK "Per'ja"),15167,10,288,7,53477215,Svetodiodnyj ekran,2166.71,34.23,0.752,0.012,24.0,7.21,283.9,221184.0,692.27,2.44,9216.0,2751.7,973826,353.9,90879.0,694.44,88.5,605.95,531367.0,3786.62
Krasnojarsk008,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/aviatorov-alekseyeva-22,6,3,576,288,Aviatorov - Alekseeva; 22,15167,10,288,7,53477215,Svetodiodnyj ekran,2166.71,34.23,0.752,0.012,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,2751.7,973826,353.9,68159.25,694.44,66.37,628.07,576806.5,3786.62
Krasnojarsk009,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/aerovokzalnaya-1a-tts-aero,6,3,576,288,Aerovokzal'naja; 1a (TTs "Aero"),15167,10,288,7,53477215,Svetodiodnyj ekran,2166.71,34.23,0.752,0.012,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,2751.7,973826,353.9,68159.25,694.44,66.37,628.07,576806.5,3786.62
Krasnojarsk010,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/karaulnaya-84-storona-a,6,3,576,288,Karaul'naja; 84 (storona A),15167,10,288,7,53477215,Svetodiodnyj ekran,2166.71,34.23,0.752,0.012,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,2751.7,973826,353.9,68159.25,694.44,66.37,628.07,576806.5,3786.62
Krasnojarsk012,/krasnoyarskiy-kray,Rossija,Krasnojarskij kraj,Krasnojarsk,/krasnoyarskiy-kray/krasnoyarsk/kopylova-42-storona-a,4,3,384,288,Kopylova; 42 (storona A),14280,10,288,7,53477215,Svetodiodnyj ekran,2040.0,32.23,0.708,0.011,12.0,5.0,196.85,110592.0,480.0,2.44,9216.0,2751.7,973826,353.9,45439.5,694.44,47.0,647.45,580579.33,3786.62
